carat,cut,color,clarity,depth,table,weight,size,price
1.62,Very Good,D,SI2,61.2,61,7.53,7.6,9034
1.5,Very Good,H,SI1,61.4,57,7.27,7.33,9035
1.08,Ideal,G,IF,61.3,57,6.62,6.59,9035
2.16,Ideal,F,I1,61,57,8.4,8.32,9036
1.58,Very Good,G,SI2,60,53,7.59,7.64,9037
1.14,Ideal,G,VVS1,61,56,6.75,6.8,9037
1.23,Premium,E,VS2,61.7,57,6.87,6.84,9037
1.91,Premium,G,SI2,61.9,58,7.9,7.84,9038
1.2,Ideal,G,VS1,61.7,55,6.92,6.88,9038
1.04,Premium,G,IF,61.3,58,6.52,6.43,9039
1.01,Ideal,F,VVS2,59.6,60,6.56,6.52,9040
1.08,Ideal,H,VVS1,61.8,57,6.55,6.59,9041
1.55,Premium,H,VS1,58.4,61,7.64,7.59,9041
1.02,Very Good,F,VVS2,61,54,6.53,6.58,9043
1.55,Ideal,H,SI2,62,58,7.44,7.39,9044
1.55,Fair,H,SI2,64.6,58,7.28,7.21,9045
1.37,Very Good,H,VS1,62,59,7.08,7.12,9046
1.13,Ideal,G,VVS1,61.2,57,6.65,6.72,9049
1.1,Very Good,G,VVS2,60.5,55.7,6.7,6.76,9050
1,Premium,E,VVS2,61.6,59,6.46,6.42,9050
1,Premium,E,VVS2,62.7,60,6.34,6.32,9050
1.3,Premium,G,VS2,60.9,60,6.99,7.04,9051
1.1,Ideal,G,VVS2,61.6,56,6.62,6.69,9051
1.76,Very Good,J,SI2,60.9,60,7.79,7.83,9053
1.1,Very Good,G,IF,59.8,56,6.75,6.82,9053
1.5,Premium,I,VS2,62.5,59,7.3,7.26,9055
1.54,Premium,F,SI2,61.1,58,7.47,7.36,9055
1.11,Ideal,F,VS2,61.8,56,6.66,6.7,9057
1.52,Ideal,F,SI2,61.2,57,7.45,7.39,9057
1.52,Premium,I,VS2,59,59,7.53,7.46,9057
1.51,Very Good,E,SI2,62.8,59,7.24,7.31,9058
1.3,Ideal,G,VS2,61.9,55,7.01,7.04,9060
1.01,Very Good,G,IF,61.1,56,6.45,6.48,9063
1.01,Very Good,F,VVS2,61.1,58,6.43,6.47,9065
1.01,Premium,F,VVS2,60.4,59,6.45,6.49,9065
1.52,Ideal,I,SI1,61.2,55.4,7.38,7.45,9067
2.28,Good,J,SI2,63.6,57,8.37,8.32,9068
1.15,Very Good,G,VVS2,63.2,58,6.68,6.61,9068
1.51,Good,I,SI1,63.9,59,7.18,7.26,9069
1.51,Ideal,I,VS2,62.6,56,7.27,7.32,9069
1.51,Very Good,G,SI2,62.4,56,7.25,7.29,9069
1.51,Good,D,SI2,62.1,60,7.25,7.3,9069
1.14,Ideal,F,VVS2,61.4,57,6.76,6.72,9070
1.78,Good,G,SI2,63.8,57,7.73,7.62,9071
1.26,Very Good,F,VS2,61.4,59,6.86,6.96,9071
1.5,Premium,G,SI2,61.8,59,7.29,7.21,9072
1.5,Good,E,SI2,63.9,58,7.26,7.21,9072
1.5,Premium,E,SI2,63,59,7.24,7.18,9072
1.5,Premium,E,SI2,62.4,62,7.29,7.21,9072
2.25,Ideal,E,I1,61.4,54,8.52,8.46,9072
1.24,Ideal,F,VS2,61.4,57,6.98,6.86,9073
1.14,Ideal,F,VS1,61.7,55,6.68,6.71,9074
1.16,Ideal,G,VVS1,60.5,57,6.78,6.83,9075
1.01,Very Good,E,VVS2,60.2,60,6.46,6.5,9076
1.57,Very Good,H,SI2,58.6,62,7.71,7.64,9077
1.01,Ideal,F,VS1,62.2,56,6.4,6.46,9077
1.07,Ideal,D,VS1,61.8,57,6.55,6.58,9077
1.26,Ideal,G,VS1,61.6,56,6.96,7.03,9078
2.17,Premium,F,I1,60.7,59,8.43,8.35,9078
1.54,Premium,H,VS2,60.3,60,7.47,7.45,9081
1.56,Ideal,H,SI2,62.4,55,7.39,7.48,9081
1.59,Premium,E,SI2,60.5,59,7.59,7.55,9082
1.06,Premium,F,VVS2,61.8,58,6.54,6.5,9082
1.31,Premium,G,VS2,61.3,58,7.05,7.01,9085
1.31,Ideal,G,VS2,61.9,56,7.08,7.05,9085
1.27,Premium,E,VS2,61.2,59,7.02,6.97,9086
1.41,Good,H,VS2,63.8,60,7.04,7.12,9088
1.01,Very Good,E,VVS2,62.8,56,6.34,6.39,9089
1.63,Very Good,I,SI1,62,54,7.6,7.67,9090
1.14,Ideal,G,VS1,61.7,56,6.67,6.71,9090
1.14,Ideal,G,VS1,61.8,57,6.67,6.7,9090
1.05,Ideal,F,VVS2,62.1,54,6.52,6.55,9092
1.06,Ideal,E,VS2,61.3,57,6.54,6.57,9092
1.59,Very Good,G,SI2,61.7,59,7.41,7.46,9094
1.18,Ideal,G,VVS1,61.1,57,6.78,6.84,9095
2.02,Fair,J,SI2,67.5,59,7.76,7.65,9095
1.57,Ideal,I,SI1,62,59,7.41,7.45,9095
1.59,Good,F,SI2,63.6,57,7.43,7.39,9100
1.02,Premium,F,VVS2,62.9,59,6.42,6.37,9103
1.5,Ideal,H,SI2,62.4,57,7.29,7.33,9104
1.51,Ideal,G,SI2,61.2,56.1,7.39,7.41,9104
1.73,Premium,J,SI1,60.7,58,7.73,7.78,9105
1.29,Very Good,G,VS1,62.3,58,6.98,7.01,9105
1.62,Premium,F,SI2,61.6,60,7.52,7.55,9106
1.21,Premium,F,VS1,61.6,59,6.84,6.77,9107
1.51,Very Good,H,SI2,62.3,58,7.31,7.35,9107
1.52,Premium,I,VS2,62.6,59,7.34,7.19,9108
1.17,Ideal,G,VVS2,61.7,55,6.77,6.74,9110
1.24,Ideal,E,VS2,62.9,56,6.84,6.79,9111
1.04,Ideal,F,VVS2,62.2,56,6.46,6.53,9115
1.71,Premium,I,VS2,61.5,58,7.74,7.54,9116
1.5,Good,G,SI2,63.1,57,7.25,7.29,9116
1.25,Very Good,G,VS1,60.7,56,6.93,7.01,9116
1.51,Fair,I,VS2,58.8,62,7.57,7.51,9116
1.23,Ideal,G,VS1,61.8,58,6.85,6.9,9116
1.51,Premium,I,VS2,63,60,7.3,7.25,9116
1.51,Good,I,VS2,63.7,58,7.23,7.21,9116
1.53,Ideal,I,VS2,62.1,55,7.43,7.35,9116
1.14,Ideal,F,VS1,61.1,55,6.78,6.74,9116
1.55,Ideal,I,SI1,62.3,54.8,7.37,7.39,9117
1.5,Very Good,I,VS2,58.2,60,7.5,7.58,9118
1.06,Ideal,F,VVS2,62.1,57,6.54,6.5,9118
1.23,Ideal,G,VS1,61.2,56,6.92,6.98,9119
1.3,Premium,G,VS2,62.5,58,6.97,6.93,9120
1.56,Premium,F,SI1,60.5,59,7.54,7.49,9120
1.79,Good,G,SI2,57.8,59,8.07,7.94,9122
1.23,Premium,F,VS2,60.8,59,6.94,6.9,9122
1.66,Very Good,G,SI2,58.5,62,7.73,7.79,9123
1.24,Ideal,G,VS1,60.1,58,7.03,6.97,9123
1.52,Ideal,I,SI1,61.9,56,7.37,7.42,9124
1.12,Premium,G,IF,60.9,57,6.79,6.68,9126
1.34,Very Good,G,VS2,60.7,59,7.04,7.07,9127
1.52,Very Good,I,SI1,62.8,62,7.23,7.29,9129
1.52,Good,I,SI1,64,58,7.2,7.27,9129
1.03,Ideal,F,VVS2,61.9,53,6.52,6.54,9131
1.03,Ideal,F,VVS2,62.1,55,6.47,6.5,9131
1.49,Ideal,H,SI1,62.4,56,7.28,7.24,9132
1.23,Ideal,G,VS1,61.4,56,6.96,6.91,9133
1.18,Premium,G,VVS2,61.6,58,6.77,6.8,9137
1.2,Very Good,D,VS2,63.5,58,6.68,6.71,9138
1.05,Ideal,F,VVS2,61.5,57,6.51,6.57,9138
1.12,Ideal,F,VS2,61.8,55,6.63,6.67,9138
1.2,Premium,E,VS2,62.7,59,6.7,6.67,9139
1.2,Premium,E,VS2,63,58,6.75,6.71,9139
1,Very Good,E,VVS2,59.5,59,6.54,6.58,9139
1,Very Good,E,VVS2,61.6,60,6.41,6.45,9139
1.2,Very Good,G,VVS1,60.9,59,6.87,6.79,9139
1.7,Ideal,E,SI2,61.6,57,7.63,7.57,9139
1,Premium,F,VVS2,61.5,59,6.4,6.38,9139
1.7,Ideal,H,SI1,61.2,57,7.71,7.68,9139
1.51,Very Good,E,SI2,61.2,58,7.3,7.35,9140
1.01,Very Good,E,VVS2,63.3,55,6.41,6.36,9140
1.61,Ideal,J,VS2,61.6,56,7.52,7.54,9141
1.64,Very Good,I,SI1,62.3,58,7.53,7.63,9144
1.11,Ideal,F,VS2,62.2,54,6.62,6.69,9144
1.05,Ideal,E,VVS2,62.4,56,6.52,6.49,9146
1.16,Premium,G,VVS2,60,59,6.89,6.82,9146
1.1,Ideal,G,VVS2,61.7,56,6.67,6.63,9148
1.51,Very Good,F,SI1,62,57,7.3,7.38,9150
1.53,Premium,J,VVS1,61.6,58,7.37,7.4,9155
1.5,Premium,E,SI2,60.8,59,7.34,7.36,9157
1.5,Very Good,H,SI1,62.6,57,7.26,7.3,9157
1.26,Very Good,G,VVS2,62.1,58,6.92,6.83,9158
1.7,Good,H,SI1,64.1,58,7.54,7.51,9158
1.05,Ideal,E,VS1,62.1,56,6.57,6.48,9160
1.73,Premium,J,SI1,61,59,7.75,7.68,9165
1.22,Ideal,G,VS1,60.7,57,6.94,6.93,9166
1.61,Premium,H,SI2,60.3,60,7.66,7.57,9167
1.08,Very Good,D,VS1,60.2,58,6.61,6.67,9168
1.2,Very Good,G,VVS2,60.7,60,6.8,6.84,9169
1.07,Ideal,G,VVS2,61.9,56,6.6,6.62,9169
1.04,Ideal,F,VVS2,61.2,57,6.53,6.5,9169
1.61,Good,H,SI2,63.8,62,7.38,7.35,9169
1.71,Very Good,J,VS2,62.6,55,7.58,7.65,9170
1.54,Ideal,J,VVS2,62.8,58,7.32,7.37,9171
1.25,Premium,G,VS1,61.8,58,6.94,6.91,9173
1.5,Premium,D,SI2,58.7,57,7.48,7.42,9173
1.5,Good,D,SI2,60.2,65,7.37,7.34,9173
1.5,Very Good,H,VS1,63.3,59,7.15,7.1,9173
1.2,Ideal,F,VS2,62.7,57,6.71,6.76,9176
1.58,Ideal,I,SI1,62.6,56,7.45,7.51,9176
1.21,Good,E,VS2,62.7,61,6.67,6.72,9176
1.01,Very Good,F,VVS1,63.2,56,6.39,6.33,9176
1.52,Ideal,I,VS2,62.1,55,7.41,7.33,9176
1.51,Premium,I,SI1,61.7,60,7.27,7.31,9177
1.07,Ideal,E,VS2,61.9,56,6.55,6.58,9177
1.51,Very Good,I,VS2,60.4,58,7.36,7.42,9178
1.36,Very Good,H,VS1,59.9,58,7.16,7.2,9178
0.9,Very Good,D,IF,62.4,54,6.17,6.21,9182
1.53,Very Good,I,SI1,63,58,7.24,7.32,9183
1.51,Very Good,I,VS2,61.6,57,7.28,7.34,9185
1.18,Premium,G,VVS2,58.2,62,6.92,6.89,9188
1.24,Ideal,G,VS2,62,57,6.87,6.84,9188
1.53,Ideal,I,VS2,62.3,57,7.3,7.35,9189
1.53,Ideal,I,VS2,61.7,57,7.36,7.41,9189
2,Good,J,SI1,64.1,58,7.85,7.79,9193
1.23,Very Good,E,VS2,58.9,59,6.98,7.05,9193
1.52,Premium,E,SI2,60.8,60,7.42,7.36,9193
1.54,Ideal,G,SI2,61.9,55,7.47,7.39,9193
1.14,Ideal,D,VS1,59.8,57,6.83,6.74,9193
1.71,Premium,H,SI1,58.1,59,7.88,7.81,9193
1.63,Very Good,I,SI1,61.9,60,7.51,7.55,9199
1.62,Premium,D,SI2,61.2,61,7.6,7.53,9199
1,Very Good,F,VVS1,62.5,57,6.31,6.36,9201
1.2,Very Good,F,VS1,61.6,61,6.81,6.86,9203
1.22,Ideal,F,VS2,61.3,56,6.87,6.92,9203
1.16,Very Good,G,VVS2,61.6,58,6.67,6.73,9205
1.02,Very Good,F,VVS2,60.9,56,6.44,6.5,9205
1.79,Premium,J,SI1,60.9,60,7.79,7.83,9205
1.03,Premium,E,VVS2,59.7,56,6.64,6.56,9205
1.73,Premium,I,SI2,62,60,7.67,7.63,9207
1.74,Ideal,J,SI1,62.1,54,7.73,7.69,9208
1.59,Ideal,I,SI1,62.4,58,7.43,7.48,9209
1.02,Ideal,F,VVS2,61.9,57,6.53,6.42,9212
1.12,Ideal,G,VVS2,61.9,57,6.62,6.66,9214
1.13,Ideal,G,VVS1,61.2,57,6.72,6.65,9214
1.54,Premium,J,VVS1,62.4,59,7.36,7.38,9215
1.21,Ideal,E,VS2,62.4,54,6.86,6.8,9215
1.1,Ideal,G,VVS2,60.5,56,6.76,6.7,9215
1.3,Premium,G,VS2,60.9,60,7.04,6.99,9216
1.45,Premium,H,VS2,58.4,59,7.44,7.42,9216
1.51,Good,H,SI1,61.8,61,7.25,7.32,9218
1.51,Very Good,H,SI1,59.9,55,7.44,7.52,9218
1.51,Very Good,H,SI1,61.7,61,7.3,7.35,9218
1.51,Ideal,H,SI1,62.3,56,7.29,7.34,9218
1.04,Ideal,F,VVS2,61.7,55,6.51,6.53,9218
1,Very Good,E,VVS2,63,58,6.33,6.36,9224
1.64,Premium,H,SI2,61.9,58,7.58,7.54,9224
1.7,Premium,J,VS2,62.9,62,7.47,7.38,9225
1.17,Ideal,G,VVS2,60.6,56,6.87,6.84,9225
1.3,Ideal,G,VS2,61.9,55,7.04,7.01,9225
1.6,Premium,H,SI2,62.4,60,7.48,7.43,9229
1.6,Premium,E,SI1,61.2,58,7.59,7.5,9229
1.6,Premium,F,SI2,61.1,58,7.57,7.53,9229
1.23,Ideal,G,VS1,62.1,57,6.87,6.79,9230
1.56,Very Good,I,VS2,59.7,60,7.53,7.58,9231
1.01,Premium,F,VVS2,60.4,59,6.49,6.45,9231
1.3,Ideal,H,VVS1,62.8,55.2,6.94,6.97,9232
1.34,Ideal,G,VS2,61.9,56,7.05,7.1,9233
1.55,Ideal,I,VS2,62.6,56,7.41,7.35,9233
1.51,Ideal,I,VS2,62.6,56,7.32,7.27,9234
1.51,Premium,D,SI2,62.1,60,7.3,7.25,9234
1.51,Premium,H,VS1,59.8,61,7.41,7.35,9234
1.51,Ideal,G,SI2,62.4,56,7.29,7.25,9234
1.51,Good,I,SI1,63.9,59,7.26,7.18,9234
1.52,Ideal,H,SI1,60.1,60,7.5,7.42,9235
1.5,Very Good,F,SI2,58.5,55,7.51,7.56,9236
1.03,Ideal,G,VVS2,61.6,56,6.48,6.5,9236
0.31,Very Good,H,VVS2,61.2,60,4.37,4.39,625
0.31,Good,F,VS2,63.9,56,4.29,4.32,625
0.31,Ideal,F,VS2,62.3,55,4.33,4.37,625
0.31,Premium,F,VS2,59,59,4.44,4.47,625
0.31,Ideal,G,VS1,61.3,56,4.36,4.38,625
0.31,Very Good,F,VS2,62.7,57,4.3,4.34,625
0.31,Good,G,VS1,63.3,56,4.29,4.33,625
0.31,Premium,H,VVS2,62.3,60,4.31,4.36,625
0.31,Very Good,F,VS2,61.5,56,4.34,4.41,625
0.31,Very Good,H,VVS2,62.4,58,4.28,4.31,625
0.31,Ideal,F,VS2,62.6,57,4.27,4.33,625
0.31,Premium,G,VS1,61.2,59,4.35,4.37,625
0.31,Good,H,VVS2,63.4,56,4.29,4.32,625
0.31,Premium,H,VVS2,61.4,58,4.32,4.35,625
0.31,Good,G,VS1,63.2,56,4.28,4.29,625
0.31,Ideal,H,VVS2,61.8,56,4.34,4.36,625
0.31,Premium,F,VS2,61.4,58,4.36,4.4,625
0.31,Ideal,H,VVS2,62.4,57,4.32,4.36,625
0.31,Ideal,G,VS1,62.4,55,4.33,4.35,625
0.31,Ideal,H,VVS2,62.2,55,4.35,4.36,625
0.31,Premium,F,VS2,59.3,60,4.39,4.41,625
0.31,Premium,G,VS1,62.2,58,4.34,4.38,625
0.31,Very Good,G,VS1,62.4,59,4.32,4.34,625
0.31,Premium,F,VS2,59.7,60,4.39,4.42,625
0.31,Ideal,F,VS2,61.8,56,4.33,4.37,625
0.31,Ideal,F,VS2,61.9,55,4.31,4.35,625
0.31,Premium,F,VS2,61.8,59,4.31,4.33,625
0.31,Ideal,F,VS2,62.3,55,4.35,4.38,625
0.31,Ideal,G,VS1,61.5,56,4.39,4.43,625
0.31,Good,G,VS1,63.1,59,4.27,4.29,625
1.26,Ideal,F,VS2,61.4,57,7.02,6.96,9236
1.5,Very Good,H,SI1,62.4,58,7.29,7.26,9237
1.5,Premium,J,VS1,62.8,59,7.29,7.19,9240
1.5,Premium,F,SI2,60.8,59,7.3,7.36,9240
1.24,Ideal,E,VS2,62,57,6.87,6.9,9240
1.3,Ideal,D,SI1,61.8,56,6.93,6.96,9242
1.01,Very Good,F,VVS1,62.8,58,6.35,6.39,9243
1.29,Ideal,G,VS2,61.3,57,6.99,7.07,9243
1.26,Ideal,G,VS1,61.6,56,7.03,6.96,9243
1.03,Ideal,F,VVS2,62,56,6.45,6.48,9245
1.02,Very Good,F,VVS2,59.9,57,6.54,6.59,9246
1,Very Good,F,IF,63.9,56,6.31,6.34,9248
1.16,Ideal,G,VS1,60.9,55,6.79,6.84,9248
1.16,Ideal,G,VS1,61.5,55,6.75,6.81,9248
1.16,Ideal,G,VVS2,62.2,56,6.7,6.74,9251
1.64,Ideal,J,VS2,62.4,54.5,7.53,7.57,9251
1.18,Ideal,G,VVS2,62.2,54,6.78,6.82,9252
1.7,Very Good,J,SI1,63.2,57,7.63,7.55,9253
1.5,Premium,H,VS2,62.1,59,7.26,7.2,9253
1.35,Premium,G,VS2,62.7,56,7.08,7.05,9253
1.01,Ideal,E,VVS2,62.8,56,6.39,6.34,9254
1.04,Very Good,D,VVS2,58.3,61,6.63,6.69,9254
1.03,Ideal,F,VVS2,62.5,56,6.46,6.53,9254
1.41,Good,H,VS2,63.8,60,7.12,7.04,9254
1.63,Premium,I,SI1,62,54,7.67,7.6,9256
1.1,Very Good,G,VVS1,61.4,60,6.59,6.67,9257
1.23,Premium,D,VS2,62.6,52,6.93,6.88,9257
1.05,Ideal,F,VVS2,62.1,54,6.55,6.52,9257
1.51,Good,G,SI1,63.1,56,7.2,7.28,9258
1.14,Ideal,F,VVS1,61.6,57,6.71,6.76,9259
1.18,Ideal,G,VVS1,61.1,57,6.84,6.78,9260
1.22,Very Good,G,VS1,61.2,58,6.85,6.9,9261
1.51,Premium,H,SI1,59.9,60,7.45,7.4,9261
1.11,Ideal,G,VS1,61.3,55,6.67,6.71,9261
1.27,Ideal,G,VS1,59.6,57,7.06,7.09,9262
1.19,Premium,E,VS1,59.8,58,7.01,6.94,9263
1.5,Premium,G,SI1,62.6,55,7.31,7.27,9265
1.72,Premium,H,SI1,62,57,7.67,7.63,9266
1.73,Premium,J,SI1,60.7,58,7.78,7.73,9271
1.29,Ideal,H,VS1,61.8,56,6.97,7.02,9273
1,Premium,D,VVS2,58.3,61,6.55,6.48,9274
1.6,Ideal,H,SI2,62.1,56,7.43,7.51,9275
1.69,Premium,F,SI2,62.4,58,7.65,7.57,9275
1.3,Ideal,D,SI1,62.2,56,6.98,6.94,9275
1.7,Ideal,J,VS2,62.2,56,7.64,7.61,9276
1.07,Ideal,G,VVS1,62.6,54,6.58,6.5,9276
1.42,Very Good,E,SI1,61.1,62,7.17,7.2,9278
1.5,Good,I,VS1,61.2,62,7.26,7.32,9278
1.52,Ideal,I,VS2,61.3,56,7.44,7.41,9278
1.21,Premium,F,VS1,60.1,58,6.89,6.98,9279
1.36,Ideal,H,VS2,59.9,57,7.2,7.22,9279
1.5,Very Good,I,VS1,60.8,63,7.37,7.41,9281
1.5,Very Good,E,SI2,60.1,60,7.35,7.42,9281
1.5,Good,E,SI2,63.3,57,7.31,7.33,9281
1.5,Good,E,SI2,63.5,59,7.25,7.28,9281
1.04,Ideal,F,VVS2,62.2,56,6.53,6.46,9281
1.09,Ideal,G,VVS1,61,54,6.63,6.72,9282
1.25,Ideal,G,VS2,61.5,58,6.88,6.93,9282
1.5,Very Good,G,SI2,63.1,57,7.29,7.25,9282
1.25,Premium,G,VS1,60.7,56,7.01,6.93,9282
1.51,Very Good,I,SI1,61.6,58,7.35,7.3,9283
1.54,Very Good,J,VS1,63.5,57,7.27,7.37,9285
1.02,Ideal,G,VVS2,61.8,56,6.42,6.46,9286
1.21,Ideal,G,VS1,62,55,6.84,6.88,9287
1.17,Ideal,G,VVS2,61.2,56,6.77,6.85,9289
1.52,Very Good,I,SI1,59.9,60,7.46,7.49,9290
1.21,Ideal,H,VVS2,61.1,56,6.85,6.89,9290
1.58,Premium,F,SI2,62.3,60,7.42,7.38,9290
1.03,Ideal,F,VVS2,62.4,55.6,6.44,6.49,9290
1.22,Ideal,G,VS1,62.2,56,6.88,6.85,9292
1.73,Very Good,I,SI2,62,58,7.6,7.69,9292
1.22,Premium,E,VS2,62.2,55,6.91,6.85,9292
1.51,Fair,D,SI1,64.1,60,7.18,7.11,9293
1.34,Premium,G,VS2,60.7,59,7.07,7.04,9293
1,Ideal,G,VVS2,61.1,58,6.43,6.47,9294
1.56,Ideal,I,VS2,62.5,57,7.4,7.36,9295
1.52,Premium,I,SI1,62.8,62,7.29,7.23,9295
1.52,Good,I,SI1,64,58,7.27,7.2,9295
2,Premium,J,VS1,63,58,8.04,7.99,9296
1.31,Premium,G,VS2,60.3,58,7.13,7.1,9296
1.51,Ideal,I,VS2,62.3,57,7.28,7.37,9297
1.39,Ideal,H,VVS2,61.2,54,7.23,7.25,9298
1.57,Ideal,H,SI2,60.7,57,7.49,7.54,9298
1.11,Premium,E,VS1,59.8,60,6.75,6.72,9299
1.51,Good,F,SI2,63.4,57,7.25,7.29,9301
1.51,Premium,I,VS2,61.8,59,7.36,7.4,9301
1.51,Good,I,VVS1,64,60,7.21,7.26,9301
1.51,Ideal,F,SI2,62.6,55,7.35,7.39,9301
1.35,Very Good,G,VS2,62.8,59,7.01,7.04,9302
1.51,Premium,E,SI2,63,55,7.34,7.3,9302
1.59,Premium,I,VS2,59.9,60,7.57,7.61,9304
1.18,Premium,G,VVS2,61.6,58,6.8,6.77,9304
1.18,Premium,G,VVS2,62.8,57,6.77,6.71,9304
1.5,Very Good,J,VVS2,62.2,57,7.25,7.31,9306
1.01,Ideal,E,VVS2,60,55,6.56,6.6,9310
1.65,Premium,H,VS1,60.9,62,7.58,7.51,9314
1.76,Fair,J,VS1,56.9,66,8.09,7.94,9314
1.54,Premium,I,SI1,60.1,58,7.53,7.48,9314
1.53,Ideal,I,SI1,62.3,56,7.37,7.4,9315
1.14,Ideal,F,VVS2,62.7,55,6.7,6.6,9316
1.2,Ideal,D,SI1,61.1,56,6.86,6.89,9317
1.23,Premium,F,VS1,61.3,60,6.9,6.94,9319
1.53,Premium,J,VVS1,61.6,58,7.4,7.37,9322
1.21,Ideal,G,VS1,62.7,54,6.8,6.82,9323
1,Very Good,E,VVS2,61.7,55,6.38,6.42,9324
1.5,Good,H,SI1,57.9,62,7.55,7.48,9324
1.17,Ideal,G,VS1,61.7,57,6.71,6.75,9326
1.51,Premium,I,VVS2,62.1,58,7.29,7.32,9328
1.7,Premium,I,SI2,62.9,59,7.57,7.51,9330
1.7,Premium,I,VS2,61.3,59,7.69,7.59,9330
1.7,Premium,F,SI2,58.5,60,7.87,7.8,9330
1.2,Very Good,F,VS2,62.9,57,6.78,6.71,9331
1.31,Ideal,F,SI1,61.6,55,7.04,7.09,9331
1.53,Very Good,H,SI1,60.4,60,7.39,7.44,9332
1.51,Very Good,H,VVS2,63.1,56,7.33,7.28,9332
1.13,Ideal,G,VVS2,62.3,57,6.62,6.66,9333
1.24,Ideal,F,VS1,62.2,55,6.89,6.87,9333
1.24,Premium,F,VS1,61.5,57,6.97,6.86,9333
1.23,Premium,F,VS2,61.2,58,6.93,6.87,9333
1.51,Ideal,J,VVS2,61.4,59,7.34,7.39,9334
1.28,Premium,G,VS1,60.9,58,7.01,7.09,9335
1.58,Ideal,I,SI1,61.7,56,7.55,7.48,9335
1.21,Ideal,F,VS1,59.7,57,6.94,6.92,9335
1.76,Very Good,H,SI1,63,63,7.65,7.63,9336
1.51,Ideal,H,SI1,61.8,55,7.38,7.42,9336
1.5,Good,H,SI1,60.8,60,7.28,7.38,9336
1.2,Very Good,G,VVS2,62.1,58,6.74,6.78,9337
1.22,Ideal,G,VS1,62,56,6.83,6.88,9339
1.61,Ideal,H,SI1,62.3,56,7.51,7.47,9341
1.61,Premium,I,VS2,58.4,59,7.73,7.68,9341
1.61,Premium,H,SI1,61.4,58,7.59,7.53,9341
1.5,Very Good,I,VS2,59.4,61,7.41,7.45,9342
1.28,Ideal,G,VS1,61.7,55,6.97,7.02,9342
1.51,Good,E,SI2,63.1,58,7.28,7.31,9343
1.51,Very Good,I,VS1,63,59,7.28,7.3,9343
1.51,Very Good,E,SI2,61.1,60,7.27,7.37,9343
1.51,Very Good,E,SI2,63.1,61,7.25,7.3,9343
1.52,Very Good,D,SI2,60.9,59,7.35,7.4,9343
1.1,Ideal,F,VVS2,61.2,56,6.71,6.64,9343
1.51,Ideal,I,SI1,62.6,55,7.37,7.26,9344
1.94,Very Good,I,SI2,63.1,59,8.01,7.89,9344
1.51,Premium,I,SI1,61.7,60,7.31,7.27,9344
1.57,Ideal,J,VVS2,61.4,57,7.45,7.5,9346
1.23,Very Good,F,VS1,60.6,58,6.88,6.95,9346
1.09,Ideal,E,VS2,60.7,57,6.66,6.68,9346
1.5,Ideal,F,SI1,62.7,56,7.25,7.35,9347
1.16,Ideal,F,VS1,61.9,54,6.75,6.79,9348
1.51,Ideal,I,VS2,61.6,57,7.34,7.28,9352
1.52,Ideal,I,VS2,62.4,55,7.35,7.4,9352
1.5,Very Good,I,VS2,60.5,60,7.31,7.4,9354
1,Ideal,F,VVS2,61.9,57,6.47,6.42,9354
1.29,Premium,G,VS1,62.4,58,6.89,6.86,9354
1.62,Very Good,E,SI2,60.8,59,7.57,7.62,9355
1.21,Very Good,G,VVS2,62.9,59,6.68,6.74,9358
1.52,Ideal,I,SI1,61.4,57,7.4,7.43,9358
1.54,Ideal,G,SI2,61.7,56,7.41,7.44,9359
1.07,Ideal,G,IF,61.5,57,6.54,6.59,9361
1.23,Premium,E,VS2,58.9,59,7.05,6.98,9361
1.24,Ideal,G,VVS2,61.2,56,6.88,6.92,9362
1.18,Premium,G,VVS2,59.7,58,6.9,6.94,9366
1.22,Ideal,H,VVS2,61.7,56,6.83,6.87,9366
1.52,Good,G,SI1,64.4,59,7.18,7.25,9368
1.21,Premium,G,VVS2,59.6,60,6.89,6.91,9370
1.2,Premium,F,VS1,61.6,61,6.86,6.81,9370
1.27,Premium,G,VS1,61.1,60,6.99,7.03,9371
1.28,Ideal,G,VS1,62.7,53,6.94,6.97,9372
1.2,Ideal,G,VVS2,62.2,56,6.76,6.81,9373
1.5,Premium,F,SI2,61.4,60,7.34,7.28,9374
1.23,Ideal,F,VS2,61.7,57,6.9,6.94,9376
1.6,Ideal,I,SI1,62,55,7.53,7.59,9376
1.25,Very Good,F,VS2,62.5,59,6.81,6.89,9377
1.11,Premium,F,VVS2,59.2,59,6.79,6.82,9377
1.15,Ideal,G,VVS1,60.6,56,6.83,6.8,9377
1.7,Good,J,VS2,62.4,61,7.47,7.53,9380
1.54,Premium,J,VVS1,62.4,59,7.38,7.36,9383
1.19,Ideal,G,VVS2,60.8,55,6.91,6.9,9383
1.5,Very Good,G,SI2,63.1,57,7.29,7.25,9384
1.71,Premium,I,VS2,62.4,61,7.67,7.59,9384
1.53,Premium,J,VVS1,61.6,59,7.35,7.39,9384
1.59,Premium,H,SI2,62.6,59,7.42,7.4,9385
1.51,Fair,H,SI1,65.4,59,7.17,7.11,9386
1.52,Very Good,D,SI2,60.6,62,7.37,7.42,9389
1.53,Very Good,H,SI2,61.2,55.9,7.43,7.46,9391
1.54,Ideal,H,SI1,61.1,56,7.47,7.42,9391
1.51,Ideal,G,SI2,62.3,56,7.31,7.37,9391
